CHEMBL3660106,CC(=O)N1CCCN(CC1)c2ncnc(C)c2C#Cc3cnc(C)c(NS(=O)(=O)c4ccccc4)c3,3
CHEMBL591357,CCNC(=O)c1ccc(NC(=O)Nc2ccc(cc2)c3nc(N4CCOCC4)c5nnn(CC)c5n3)cc1,3
CHEMBL601073,O=C(Nc1ccc(cc1)c2nc(N3CCOCC3)c4nnn(C5CC5)c4n2)Nc6cccs6,3
CHEMBL1808987,CC(C)Oc1nc(nc(n1)c2ccc(NC(=O)Nc3ccc(cc3)C(=O)NCCN(C)C)cc2)N4CCOCC4,3
CHEMBL1808985,CC(C)Oc1nc(nc(n1)c2ccc(NC(=O)Nc3ccc(cc3)C(=O)N4CCN(C)CC4)cc2)N5CCOCC5,3
CHEMBL493289,CN(C)Cc1cc2nc(nc(N3CCOCC3)c2s1)c4cccc(O)c4,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL604908,O=C(Nc1ccccc1)Nc2ccc(cc2)c3nc(nc(n3)N4CCOCC4)N5CCOCC5,3
CHEMBL596597,O=C(Nc1ccncc1)Nc2ccc(cc2)c3nc(nc(n3)N4CCOCC4)N5CCOCC5,3
CHEMBL1289351,COc1ccc(cc1OC)c2c[nH]c3ncc(cc23)c4cnc(N)c(NS(=O)(=O)c5ccc(F)cc5F)c4,3
CHEMBL1088835,COc1ccc2[nH]c(C)c(\C=C\3/Oc4cc(O)cc(O)c4C3=O)c2c1,3
CHEMBL1257535,Cn1ncc2c(Oc3ccc(cc3)S(=O)(=O)C)nc(nc12)c4cccc5[nH]ncc45,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL3752503,COc1nc(cnc1N)c2ccc3nc(NC(=O)C)cn3c2,3
CHEMBL3753450,CC(Oc1nc(cnc1N)c2ccc3nc(NC(=O)C)cn3c2)C(F)(F)F,3
CHEMBL3752653,CCOc1nc(cnc1N)c2ccc3nc(NC(=O)C)cn3c2,3
CHEMBL3752019,CC(=O)Nc1cn2cc(ccc2n1)c3cnc(N)c(OCC(F)(F)F)n3,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
CHEMBL1091979,CN(Cc1sc2c(nc(nc2c1C)c3cnc(N)nc3)N4CCOCC4)C(=O)C,3
CHEMBL1796763,CNC(=O)c1ccc2c(OCCc3cc(sc23)C(=O)N(C)c4cc(ccc4Cl)C(=O)N(C)C)c1,3
CHEMBL1949908,CS(=O)(=O)N1CCN(Cc2cc3c(nc(nc3s2)c4cccc5[nH]ncc45)N6CCOCC6)CC1,3
CHEMBL1949909,CS(=O)(=O)N1CCN(Cc2oc3c(nc(nc3c2)c4cccc5[nH]ncc45)N6CCOCC6)CC1,3
CHEMBL1084926,CC(C)(O)c1cc2nc(nc(N3CCOCC3)c2s1)c4cnc(N)nc4,3
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3
